"","pp_no","condition","bin","bin_no","trial","muscle","rms"
"1649","pp5","stimtype2","bin_10",10,"trial3","brow",18.4177
"1650","pp5","stimtype2","bin_10",10,"trial3","cheek",4.429
"1651","pp5","stimtype2","bin_0",0,"trial4","brow",8.5827
"1652","pp5","stimtype2","bin_0",0,"trial4","cheek",4.3073
"1653","pp5","stimtype2","bin_1",1,"trial4","brow",7.4024
"1654","pp5","stimtype2","bin_1",1,"trial4","cheek",3.8753
"1655","pp5","stimtype2","bin_2",2,"trial4","brow",8.034
"1656","pp5","stimtype2","bin_2",2,"trial4","cheek",3.1423
"1657","pp5","stimtype2","bin_3",3,"trial4","brow",9.301
"1658","pp5","stimtype2","bin_3",3,"trial4","cheek",5.623
"1659","pp5","stimtype2","bin_4",4,"trial4","brow",6.7424
"1660","pp5","stimtype2","bin_4",4,"trial4","cheek",3.7396
"1661","pp5","stimtype2","bin_5",5,"trial4","brow",5.5138
"1662","pp5","stimtype2","bin_5",5,"trial4","cheek",5.9636
"1663","pp5","stimtype2","bin_6",6,"trial4","brow",9.279
"1664","pp5","stimtype2","bin_6",6,"trial4","cheek",6.5984
"1665","pp5","stimtype2","bin_7",7,"trial4","brow",8.12
"1666","pp5","stimtype2","bin_7",7,"trial4","cheek",6.5026
"1667","pp5","stimtype2","bin_8",8,"trial4","brow",9.2614
"1668","pp5","stimtype2","bin_8",8,"trial4","cheek",7.3571
"1669","pp5","stimtype2","bin_9",9,"trial4","brow",9.1253
"1670","pp5","stimtype2","bin_9",9,"trial4","cheek",4.7885
"1671","pp5","stimtype2","bin_10",10,"trial4","brow",8.8777
"1672","pp5","stimtype2","bin_10",10,"trial4","cheek",4.1565
"1673","pp5","stimtype2","bin_0",0,"trial5","brow",8.6325
"1674","pp5","stimtype2","bin_0",0,"trial5","cheek",6.4953
"1675","pp5","stimtype2","bin_1",1,"trial5","brow",8.9729
"1676","pp5","stimtype2","bin_1",1,"trial5","cheek",9.179
"1677","pp5","stimtype2","bin_2",2,"trial5","brow",6.5886
"1678","pp5","stimtype2","bin_2",2,"trial5","cheek",18.8348
"1679","pp5","stimtype2","bin_3",3,"trial5","brow",12.7606
"1680","pp5","stimtype2","bin_3",3,"trial5","cheek",10.8541
"1681","pp5","stimtype2","bin_4",4,"trial5","brow",9.3387
"1682","pp5","stimtype2","bin_4",4,"trial5","cheek",8.1311
"1683","pp5","stimtype2","bin_5",5,"trial5","brow",9.5929
"1684","pp5","stimtype2","bin_5",5,"trial5","cheek",7.776
"1685","pp5","stimtype2","bin_6",6,"trial5","brow",8.7676
"1686","pp5","stimtype2","bin_6",6,"trial5","cheek",11.6712
"1687","pp5","stimtype2","bin_7",7,"trial5","brow",7.9101
"1688","pp5","stimtype2","bin_7",7,"trial5","cheek",7.8063
"1689","pp5","stimtype2","bin_8",8,"trial5","brow",11.539
"1690","pp5","stimtype2","bin_8",8,"trial5","cheek",9.7905
"1691","pp5","stimtype2","bin_9",9,"trial5","brow",12.781
"1692","pp5","stimtype2","bin_9",9,"trial5","cheek",7.315
"1693","pp5","stimtype2","bin_10",10,"trial5","brow",5.6936
"1694","pp5","stimtype2","bin_10",10,"trial5","cheek",10.223
"1695","pp5","stimtype2","bin_0",0,"trial6","brow",9.2413
"1696","pp5","stimtype2","bin_0",0,"trial6","cheek",9.3184
"1697","pp5","stimtype2","bin_1",1,"trial6","brow",9.7898
"1698","pp5","stimtype2","bin_1",1,"trial6","cheek",4.8922
"1699","pp5","stimtype2","bin_2",2,"trial6","brow",8.1986
"1700","pp5","stimtype2","bin_2",2,"trial6","cheek",3.4589
"1701","pp5","stimtype2","bin_3",3,"trial6","brow",7.6663
"1702","pp5","stimtype2","bin_3",3,"trial6","cheek",4.2382
"1703","pp5","stimtype2","bin_4",4,"trial6","brow",7.3927
"1704","pp5","stimtype2","bin_4",4,"trial6","cheek",3.1174
"1705","pp5","stimtype2","bin_5",5,"trial6","brow",9.2171
"1706","pp5","stimtype2","bin_5",5,"trial6","cheek",6.5534
"1707","pp5","stimtype2","bin_6",6,"trial6","brow",8.3424
"1708","pp5","stimtype2","bin_6",6,"trial6","cheek",3.5087
"1709","pp5","stimtype2","bin_7",7,"trial6","brow",9.1288
"1710","pp5","stimtype2","bin_7",7,"trial6","cheek",2.8708
"1711","pp5","stimtype2","bin_8",8,"trial6","brow",8.6677
"1712","pp5","stimtype2","bin_8",8,"trial6","cheek",2.8864
"1713","pp5","stimtype2","bin_9",9,"trial6","brow",8.4489
"1714","pp5","stimtype2","bin_9",9,"trial6","cheek",2.9161
"1715","pp5","stimtype2","bin_10",10,"trial6","brow",10.2031
"1716","pp5","stimtype2","bin_10",10,"trial6","cheek",4.6437
"1717","pp5","stimtype2","bin_0",0,"trial7","brow",9.5053
"1718","pp5","stimtype2","bin_0",0,"trial7","cheek",8.4894
"1719","pp5","stimtype2","bin_1",1,"trial7","brow",7.6886
"1720","pp5","stimtype2","bin_1",1,"trial7","cheek",8.1378
"1721","pp5","stimtype2","bin_2",2,"trial7","brow",11.3297
"1722","pp5","stimtype2","bin_2",2,"trial7","cheek",4.9037
"1723","pp5","stimtype2","bin_3",3,"trial7","brow",10.8713
"1724","pp5","stimtype2","bin_3",3,"trial7","cheek",4.4418
"1725","pp5","stimtype2","bin_4",4,"trial7","brow",7.9327
"1726","pp5","stimtype2","bin_4",4,"trial7","cheek",5.4487
"1727","pp5","stimtype2","bin_5",5,"trial7","brow",7.1325
"1728","pp5","stimtype2","bin_5",5,"trial7","cheek",4.4837
"1729","pp5","stimtype2","bin_6",6,"trial7","brow",7.9737
"1730","pp5","stimtype2","bin_6",6,"trial7","cheek",3.825
"1731","pp5","stimtype2","bin_7",7,"trial7","brow",10.0507
"1732","pp5","stimtype2","bin_7",7,"trial7","cheek",3.8451
"1733","pp5","stimtype2","bin_8",8,"trial7","brow",8.6686
"1734","pp5","stimtype2","bin_8",8,"trial7","cheek",4.9868
"1735","pp5","stimtype2","bin_9",9,"trial7","brow",9.4002
"1736","pp5","stimtype2","bin_9",9,"trial7","cheek",8.5069
"1737","pp5","stimtype2","bin_10",10,"trial7","brow",10.645
"1738","pp5","stimtype2","bin_10",10,"trial7","cheek",15.7683
"1739","pp5","stimtype2","bin_0",0,"trial8","brow",8.0683
"1740","pp5","stimtype2","bin_0",0,"trial8","cheek",6.1115
"1741","pp5","stimtype2","bin_1",1,"trial8","brow",6.582
"1742","pp5","stimtype2","bin_1",1,"trial8","cheek",5.4342
"1743","pp5","stimtype2","bin_2",2,"trial8","brow",7.179
"1744","pp5","stimtype2","bin_2",2,"trial8","cheek",6.4961
"1745","pp5","stimtype2","bin_3",3,"trial8","brow",6.8571
"1746","pp5","stimtype2","bin_3",3,"trial8","cheek",5.5491
"1747","pp5","stimtype2","bin_4",4,"trial8","brow",6.0327
"1748","pp5","stimtype2","bin_4",4,"trial8","cheek",6.7586
"1749","pp5","stimtype2","bin_5",5,"trial8","brow",6.7426
"1750","pp5","stimtype2","bin_5",5,"trial8","cheek",6.3627
"1751","pp5","stimtype2","bin_6",6,"trial8","brow",7.0168
"1752","pp5","stimtype2","bin_6",6,"trial8","cheek",4.4213
"1753","pp5","stimtype2","bin_7",7,"trial8","brow",8.2681
"1754","pp5","stimtype2","bin_7",7,"trial8","cheek",4.8684
"1755","pp5","stimtype2","bin_8",8,"trial8","brow",6.209
"1756","pp5","stimtype2","bin_8",8,"trial8","cheek",6.8519
"1757","pp5","stimtype2","bin_9",9,"trial8","brow",5.2231
"1758","pp5","stimtype2","bin_9",9,"trial8","cheek",5.3118
"1759","pp5","stimtype2","bin_10",10,"trial8","brow",7.5044
"1760","pp5","stimtype2","bin_10",10,"trial8","cheek",7.9194
